,Unnamed: 0,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Total Score,Pass/Fail
4563,4563,male,group D,master's degree,standard,none,82,80,89,251,P
4564,4564,male,group C,some college,standard,completed,95,87,92,274,P
4565,4565,male,group D,associate's degree,standard,none,87,76,72,235,P
4566,4566,female,group B,high school,standard,none,58,81,78,217,P
4567,4567,female,group C,some college,free/reduced,none,63,70,62,195,P
4568,4568,female,group D,some college,standard,completed,83,98,94,275,P
4569,4569,male,group D,bachelor's degree,free/reduced,none,72,62,63,197,P
4570,4570,male,group C,some college,standard,none,56,64,72,192,P
4571,4571,female,group E,associate's degree,standard,completed,98,96,97,291,P
4572,4572,female,group B,master's degree,standard,none,90,95,95,280,P
4573,4573,female,group E,associate's degree,standard,none,84,93,96,273,P
4574,4574,female,group D,some college,free/reduced,completed,47,58,67,172,P
4575,4575,female,group B,associate's degree,standard,none,54,47,49,150,P
4576,4576,male,group D,some high school,free/reduced,none,49,36,44,129,F
4577,4577,female,group C,high school,standard,none,68,75,76,219,P
4578,4578,male,group B,some college,standard,none,58,53,52,163,P
4579,4579,male,group D,some college,standard,completed,57,51,57,165,P
4580,4580,female,group D,some high school,standard,completed,71,57,77,205,P
4581,4581,female,group B,high school,free/reduced,completed,82,90,79,251,P
4582,4582,female,group B,associate's degree,standard,none,55,48,47,150,P
4583,4583,female,group D,master's degree,standard,completed,75,70,79,224,P
4584,4584,female,group C,bachelor's degree,free/reduced,none,43,62,58,163,P
4585,4585,female,group A,some high school,standard,completed,61,84,87,232,P
4586,4586,female,group C,associate's degree,standard,none,49,58,48,155,P
4587,4587,male,group B,some college,standard,completed,73,76,69,218,P
4588,4588,female,group C,associate's degree,standard,none,68,73,68,209,P
4589,4589,male,group C,associate's degree,standard,none,83,78,66,227,P
4590,4590,female,group C,bachelor's degree,standard,completed,91,101,98,290,P
4591,4591,female,group B,high school,free/reduced,none,15,21,20,56,F
4592,4592,male,group B,bachelor's degree,free/reduced,none,44,48,45,137,P
4593,4593,female,group E,some college,standard,completed,81,81,86,248,P
4594,4594,male,group A,high school,standard,none,61,49,45,155,P
4595,4595,female,group C,associate's degree,standard,none,81,88,100,269,P
4596,4596,male,group D,some college,standard,none,84,81,86,251,P
4597,4597,male,group C,associate's degree,free/reduced,none,63,48,44,155,P
4598,4598,male,group D,bachelor's degree,standard,none,81,78,77,236,P
4599,4599,male,group D,bachelor's degree,standard,none,54,41,47,142,P
4600,4600,female,group C,high school,standard,none,70,71,71,212,P
4601,4601,male,group B,high school,standard,none,55,44,49,148,P
4602,4602,female,group C,some high school,standard,none,75,73,83,231,P
4603,4603,female,group B,master's degree,free/reduced,completed,60,76,78,214,P
4604,4604,male,group D,some high school,standard,none,77,74,82,233,P
4605,4605,female,group C,some high school,standard,none,67,71,75,213,P
4606,4606,male,group D,some high school,free/reduced,none,60,45,55,160,P
4607,4607,female,group C,master's degree,standard,completed,49,70,63,182,P
4608,4608,male,group D,some college,standard,none,76,75,62,213,P
4609,4609,female,group C,bachelor's degree,standard,none,83,88,82,253,P
4610,4610,male,group E,associate's degree,standard,none,65,64,71,200,P
4611,4611,male,group E,high school,standard,none,73,64,57,194,P
4612,4612,female,group E,some college,standard,none,104,88,101,293,P
4613,4613,male,group C,some college,standard,none,55,60,63,178,P
4614,4614,male,group C,high school,standard,none,51,46,48,145,P
4615,4615,female,group E,associate's degree,standard,completed,90,92,94,276,P
4616,4616,female,group E,associate's degree,standard,none,87,97,97,281,P
4617,4617,male,group C,associate's degree,standard,completed,50,59,64,173,P
4618,4618,female,group C,high school,free/reduced,completed,42,58,64,164,P
4619,4619,female,group E,bachelor's degree,standard,completed,95,107,97,299,P
4620,4620,female,group A,some college,standard,completed,78,89,95,262,P
4621,4621,male,group D,associate's degree,free/reduced,none,56,62,50,168,P
4622,4622,male,group C,some college,free/reduced,none,70,79,67,216,P
4623,4623,male,group C,bachelor's degree,free/reduced,none,50,57,50,157,P
4624,4624,female,group A,associate's degree,free/reduced,none,43,53,45,141,P
4625,4625,female,group A,some high school,free/reduced,none,59,78,73,210,P
4626,4626,female,group D,master's degree,free/reduced,completed,61,70,86,217,P
4627,4627,female,group C,high school,free/reduced,none,35,58,39,132,F
4628,4628,female,group D,associate's degree,free/reduced,none,22,32,38,92,F
4629,4629,male,group E,associate's degree,standard,completed,65,75,69,209,P
4630,4630,male,group D,some college,standard,completed,84,78,74,236,P
4631,4631,male,group C,bachelor's degree,free/reduced,none,60,66,56,182,P
4632,4632,female,group B,bachelor's degree,free/reduced,none,80,77,90,247,P
4633,4633,male,group C,associate's degree,standard,none,100,93,90,283,P
4634,4634,male,group C,master's degree,standard,none,71,68,72,211,P
4635,4635,female,group D,some high school,standard,none,75,89,77,241,P
4636,4636,male,group D,some college,standard,completed,61,56,63,180,P
4637,4637,female,group B,some high school,standard,none,31,45,49,125,F
4638,4638,male,group B,some high school,standard,completed,55,70,60,185,P
4639,4639,male,group B,some high school,free/reduced,none,48,57,37,142,F
4640,4640,female,group D,some high school,standard,none,57,69,69,195,P
4641,4641,male,group E,high school,standard,completed,78,76,73,227,P
4642,4642,female,group C,some high school,standard,none,78,79,83,240,P
4643,4643,female,group C,associate's degree,standard,completed,59,74,89,222,P
4644,4644,male,group E,associate's degree,standard,none,84,85,75,244,P
4645,4645,male,group D,some college,standard,none,67,60,59,186,P
4646,4646,female,group D,some college,standard,completed,72,79,92,243,P
4647,4647,female,group C,high school,standard,none,68,96,83,247,P
4648,4648,female,group E,high school,free/reduced,none,61,62,73,196,P
4649,4649,female,group C,bachelor's degree,standard,completed,96,100,102,298,P
4650,4650,male,group C,some college,free/reduced,none,66,70,62,198,P
4651,4651,female,group D,some college,free/reduced,none,84,77,84,245,P
4652,4652,female,group A,some high school,free/reduced,none,37,44,40,121,F
4653,4653,male,group B,associate's degree,free/reduced,none,48,37,35,120,F
4654,4654,male,group C,master's degree,free/reduced,none,80,76,72,228,P
4655,4655,female,group C,associate's degree,standard,none,68,78,71,217,P
4656,4656,female,group C,associate's degree,standard,none,69,80,68,217,P
4657,4657,female,group C,associate's degree,free/reduced,completed,65,69,74,208,P
4658,4658,male,group A,bachelor's degree,standard,none,60,59,54,173,P
4659,4659,male,group B,bachelor's degree,free/reduced,completed,87,89,78,254,P
4660,4660,male,group D,associate's degree,standard,none,56,49,41,146,P
4661,4661,male,group C,some high school,free/reduced,completed,55,63,61,179,P
4662,4662,female,group C,some high school,free/reduced,none,58,82,78,218,P
4663,4663,female,group C,some college,free/reduced,completed,62,79,66,207,P
4664,4664,female,group D,associate's degree,standard,none,60,78,69,207,P
4665,4665,female,group C,some high school,standard,none,64,82,84,230,P
4666,4666,male,group B,high school,free/reduced,none,52,50,43,145,P
4667,4667,male,group E,some college,standard,none,84,73,74,231,P
4668,4668,male,group D,master's degree,standard,none,90,83,78,251,P
4669,4669,female,group A,high school,free/reduced,completed,49,51,56,156,P
4670,4670,male,group E,bachelor's degree,standard,completed,72,59,67,198,P
4671,4671,male,group D,some high school,standard,none,61,75,59,195,P
4672,4672,female,group A,some high school,free/reduced,none,47,54,54,155,P
4673,4673,female,group D,master's degree,standard,none,52,62,63,177,P
4674,4674,male,group B,associate's degree,free/reduced,completed,88,79,75,242,P
4675,4675,male,group E,associate's degree,standard,completed,69,63,59,191,P
4676,4676,male,group D,bachelor's degree,standard,none,47,58,46,151,P
4677,4677,female,group C,some college,standard,none,56,67,70,193,P
4678,4678,female,group B,associate's degree,free/reduced,none,62,64,67,193,P
4679,4679,female,group C,some college,standard,none,54,67,56,177,P
4680,4680,male,group E,master's degree,standard,none,95,83,85,263,P
4681,4681,female,group B,associate's degree,standard,none,79,79,78,236,P
4682,4682,female,group E,some college,standard,none,59,76,64,199,P
4683,4683,female,group C,some high school,standard,completed,41,41,63,145,P
4684,4684,female,group C,associate's degree,standard,completed,64,78,79,221,P
4685,4685,female,group A,associate's degree,free/reduced,none,36,53,55,144,F
4686,4686,male,group A,bachelor's degree,standard,none,64,56,55,175,P
4687,4687,female,group E,associate's degree,standard,none,77,102,99,278,P
4688,4688,female,group C,bachelor's degree,standard,none,57,81,83,221,P
4689,4689,female,group E,master's degree,free/reduced,none,41,55,62,158,P
4690,4690,male,group C,associate's degree,standard,completed,74,72,70,216,P
4691,4691,male,group B,high school,free/reduced,none,64,55,48,167,P
4692,4692,female,group C,some college,standard,completed,85,93,98,276,P
4693,4693,female,group E,associate's degree,standard,none,77,76,65,218,P
4694,4694,male,group C,high school,free/reduced,none,23,29,37,89,F
4695,4695,female,group C,some high school,free/reduced,none,49,58,57,164,P
4696,4696,female,group E,some high school,free/reduced,none,27,34,33,94,F
4697,4697,female,group E,high school,standard,completed,65,62,68,195,P
4698,4698,female,group C,associate's degree,standard,completed,82,88,92,262,P
4699,4699,female,group C,some high school,standard,completed,70,78,80,228,P
4700,4700,female,group E,associate's degree,standard,none,59,75,67,201,P
4701,4701,female,group B,high school,free/reduced,completed,26,46,35,107,F
4702,4702,female,group C,some college,standard,completed,83,88,95,266,P
4703,4703,female,group B,high school,free/reduced,completed,75,84,81,240,P
4704,4704,female,group E,some college,free/reduced,completed,40,56,53,149,F
4705,4705,female,group C,associate's degree,standard,none,62,65,65,192,P
4706,4706,female,group C,some high school,standard,none,82,74,82,238,P
4707,4707,female,group C,associate's degree,standard,none,56,72,70,198,P
4708,4708,female,group D,high school,standard,none,60,83,72,215,P
4709,4709,female,group C,bachelor's degree,free/reduced,completed,59,74,75,208,P
4710,4710,female,group D,some high school,free/reduced,completed,33,58,54,145,F
4711,4711,male,group A,bachelor's degree,standard,completed,79,81,83,243,P
4712,4712,female,group E,some high school,standard,completed,77,85,81,243,P
4713,4713,male,group D,bachelor's degree,standard,none,88,79,84,251,P
4714,4714,female,group A,some high school,free/reduced,none,61,73,73,207,P
4715,4715,male,group A,bachelor's degree,standard,completed,85,90,83,258,P
4716,4716,male,group E,associate's degree,standard,none,53,37,40,130,F
4717,4717,male,group B,some high school,standard,none,91,83,75,249,P
4718,4718,male,group B,bachelor's degree,free/reduced,none,53,51,55,159,P
4719,4719,male,group A,high school,standard,none,64,62,72,198,P
4720,4720,female,group C,associate's degree,free/reduced,completed,54,60,65,179,P
4721,4721,male,group A,high school,standard,none,64,71,63,198,P
4722,4722,male,group B,associate's degree,free/reduced,none,45,41,40,126,F
4723,4723,female,group D,associate's degree,standard,completed,89,88,102,279,P
4724,4724,male,group C,high school,standard,none,67,63,72,202,P
4725,4725,male,group C,associate's degree,free/reduced,none,47,58,52,157,P
4726,4726,female,group E,master's degree,standard,completed,97,104,105,306,P
4727,4727,male,group A,some college,standard,none,69,73,68,210,P
4728,4728,female,group C,bachelor's degree,standard,completed,81,89,93,263,P
4729,4729,female,group B,bachelor's degree,standard,none,54,56,73,183,P
4730,4730,female,group B,high school,standard,none,47,68,55,170,P
4731,4731,female,group C,some college,standard,none,47,57,63,167,P
4732,4732,male,group C,some high school,free/reduced,completed,49,56,46,151,P
4733,4733,male,group A,high school,standard,none,51,48,49,148,P
4734,4734,female,group D,master's degree,free/reduced,completed,48,57,72,177,P
4735,4735,female,group C,some college,free/reduced,none,78,73,94,245,P
4736,4736,female,group D,some college,standard,completed,72,89,93,254,P
4737,4737,male,group C,associate's degree,free/reduced,none,74,71,76,221,P
4738,4738,female,group C,some college,standard,none,89,81,91,261,P
4739,4739,male,group B,some high school,standard,none,70,60,68,198,P
4740,4740,female,group C,high school,standard,completed,66,74,72,212,P
4741,4741,female,group E,associate's degree,free/reduced,completed,81,84,96,261,P
4742,4742,male,group B,high school,standard,none,78,82,74,234,P
4743,4743,female,group D,bachelor's degree,standard,none,88,104,100,292,P
4744,4744,male,group A,some high school,free/reduced,none,61,54,42,157,P
4745,4745,female,group B,associate's degree,standard,completed,87,95,85,267,P
4746,4746,female,group B,high school,free/reduced,none,57,67,75,199,P
4747,4747,female,group D,high school,standard,none,66,65,75,206,P
4748,4748,male,group E,associate's degree,standard,none,80,59,64,203,P
4749,4749,male,group E,associate's degree,standard,completed,72,64,64,200,P
4750,4750,male,group D,high school,standard,none,58,43,55,156,P
4751,4751,male,group D,some college,standard,none,62,59,70,191,P
4752,4752,female,group B,master's degree,free/reduced,completed,84,93,91,268,P
4753,4753,male,group D,some college,standard,none,72,49,57,178,P
4754,4754,female,group B,associate's degree,free/reduced,completed,83,91,89,263,P
4755,4755,female,group E,some high school,standard,completed,80,82,81,243,P
4756,4756,male,group C,high school,free/reduced,none,66,58,57,181,P
4757,4757,male,group D,associate's degree,free/reduced,completed,80,80,87,247,P
4758,4758,male,group D,some high school,standard,none,93,75,77,245,P
4759,4759,female,group C,some high school,standard,completed,65,72,82,219,P
4760,4760,female,group D,high school,free/reduced,none,43,49,48,140,P
4761,4761,female,group D,some college,standard,none,60,59,70,189,P
4762,4762,female,group B,master's degree,standard,none,80,92,78,250,P
4763,4763,female,group B,some college,standard,none,87,77,86,250,P
4764,4764,male,group A,some high school,free/reduced,none,49,43,33,125,F
4765,4765,female,group B,bachelor's degree,free/reduced,none,74,77,84,235,P
4766,4766,female,group C,some college,standard,completed,73,80,76,229,P
4767,4767,female,group D,associate's degree,free/reduced,completed,61,79,78,218,P
4768,4768,female,group E,master's degree,standard,none,77,90,96,263,P
4769,4769,female,group B,some high school,free/reduced,completed,69,90,92,251,P
4770,4770,female,group C,some college,standard,none,55,65,78,198,P
4771,4771,male,group E,some high school,free/reduced,completed,75,69,66,210,P
4772,4772,female,group D,some college,free/reduced,none,66,69,82,217,P
4773,4773,male,group C,master's degree,free/reduced,completed,51,42,46,139,P
4774,4774,female,group D,associate's degree,standard,completed,70,71,81,222,P
4775,4775,female,group D,associate's degree,standard,none,81,79,66,226,P
4776,4776,male,group C,some college,standard,none,59,49,51,159,P
4777,4777,male,group D,some college,standard,none,78,89,81,248,P
4778,4778,male,group C,some college,standard,none,57,46,42,145,P
4779,4779,male,group E,some college,standard,completed,88,76,64,228,P
4780,4780,female,group B,some college,free/reduced,completed,55,67,80,202,P
4781,4781,female,group B,high school,free/reduced,none,71,76,68,215,P
4782,4782,female,group E,bachelor's degree,standard,none,94,104,96,294,P
4783,4783,male,group D,high school,standard,none,82,71,77,230,P
4784,4784,female,group C,some high school,standard,completed,79,91,89,259,P
4785,4785,female,group B,associate's degree,standard,completed,58,70,64,192,P
4786,4786,male,group E,some high school,standard,none,92,86,76,254,P
4787,4787,female,group C,high school,free/reduced,none,33,47,41,121,F
4788,4788,female,group C,some college,free/reduced,completed,62,69,72,203,P
4789,4789,female,group D,some college,free/reduced,none,60,62,75,197,P
4790,4790,female,group B,some high school,standard,completed,59,55,65,179,P
4791,4791,male,group C,high school,standard,none,74,72,77,223,P
4792,4792,male,group D,high school,standard,none,54,54,50,158,P
4793,4793,female,group C,some high school,free/reduced,none,45,46,50,141,P
4794,4794,male,group B,some college,standard,completed,91,87,82,260,P
4795,4795,female,group A,some high school,standard,completed,90,94,100,284,P
4796,4796,female,group D,associate's degree,standard,none,76,96,97,269,P
4797,4797,male,group B,high school,standard,completed,73,67,66,206,P
4798,4798,male,group B,some high school,standard,completed,66,51,55,172,P
4799,4799,female,group C,high school,standard,none,53,73,72,198,P
4800,4800,female,group C,some college,standard,none,55,75,70,200,P
4801,4801,male,group C,some high school,free/reduced,none,68,76,61,205,P
4802,4802,female,group D,some college,free/reduced,completed,63,81,77,221,P
4803,4803,female,group C,high school,free/reduced,none,63,67,74,204,P
4804,4804,male,group D,some college,standard,completed,70,80,65,215,P
4805,4805,female,group B,some high school,free/reduced,none,25,36,30,91,F
4806,4806,female,group C,high school,standard,completed,63,72,72,207,P
4807,4807,female,group B,high school,standard,none,52,50,52,154,P
4808,4808,female,group B,master's degree,free/reduced,completed,76,100,96,272,P
4809,4809,female,group B,some college,standard,none,15,40,35,90,F
4810,4810,male,group B,bachelor's degree,standard,none,58,70,73,201,P
4811,4811,female,group E,some college,free/reduced,none,49,57,58,164,P
4812,4812,male,group B,associate's degree,free/reduced,none,37,35,39,111,F
4813,4813,male,group E,some high school,standard,completed,80,84,77,241,P
4814,4814,male,group E,high school,free/reduced,completed,51,48,60,159,P
4815,4815,male,group E,high school,standard,completed,77,85,85,247,P
4816,4816,male,group D,some high school,standard,none,67,73,66,206,P
4817,4817,female,group E,associate's degree,standard,none,73,65,61,199,P
4818,4818,female,group D,master's degree,free/reduced,completed,88,98,105,291,P
4819,4819,male,group B,associate's degree,standard,completed,90,82,70,242,P
4820,4820,male,group C,associate's degree,standard,completed,72,85,73,230,P
4821,4821,female,group A,high school,free/reduced,completed,47,54,58,159,P
4822,4822,female,group B,high school,free/reduced,completed,32,42,30,104,F
4823,4823,female,group C,associate's degree,free/reduced,none,58,59,62,179,P
4824,4824,female,group C,high school,standard,none,65,74,80,219,P
4825,4825,male,group C,some college,free/reduced,none,61,52,45,158,P
4826,4826,female,group B,some college,standard,none,59,67,52,178,P
4827,4827,female,group D,some college,free/reduced,none,79,89,88,256,P
4828,4828,male,group E,some high school,free/reduced,completed,77,82,81,240,P
4829,4829,female,group C,some high school,free/reduced,completed,21,43,44,108,F
4830,4830,female,group C,high school,standard,completed,56,73,78,207,P
4831,4831,female,group B,high school,free/reduced,none,39,63,44,146,F
4832,4832,male,group D,some college,standard,completed,58,77,79,214,P
4833,4833,male,group C,associate's degree,standard,none,87,83,80,250,P
4834,4834,male,group C,some high school,free/reduced,completed,42,44,50,136,P
4835,4835,female,group D,some college,standard,completed,70,71,84,225,P
4836,4836,female,group E,associate's degree,standard,completed,64,74,74,212,P
4837,4837,female,group B,associate's degree,free/reduced,none,54,79,70,203,P
4838,4838,female,group D,master's degree,free/reduced,none,39,60,63,162,F
4839,4839,male,group A,some high school,standard,completed,50,52,58,160,P
4840,4840,female,group C,some high school,standard,completed,66,81,72,219,P
4841,4841,female,group C,some college,standard,none,71,75,76,222,P
4842,4842,male,group C,some high school,free/reduced,completed,46,64,61,171,P
4843,4843,female,group C,high school,standard,none,64,70,69,203,P
4844,4844,male,group E,some college,standard,none,47,61,52,160,P
4845,4845,male,group B,associate's degree,standard,none,89,73,87,249,P
4846,4846,female,group D,high school,standard,completed,88,92,96,276,P
4847,4847,female,group C,associate's degree,standard,none,66,76,63,205,P
4848,4848,male,group D,some college,standard,none,73,49,69,191,P
4849,4849,male,group C,high school,standard,completed,74,64,68,206,P
4850,4850,male,group B,some college,free/reduced,none,45,40,35,120,F
4851,4851,female,group D,high school,standard,none,65,59,57,181,P
4852,4852,male,group C,some college,standard,none,66,66,64,196,P
4853,4853,female,group D,associate's degree,free/reduced,completed,70,94,96,260,P
4854,4854,female,group C,high school,standard,none,81,83,80,244,P
4855,4855,male,group A,associate's degree,free/reduced,none,51,57,41,149,P
4856,4856,female,group C,high school,standard,none,63,76,86,225,P
4857,4857,female,group B,some high school,standard,none,55,69,68,192,P
4858,4858,female,group D,associate's degree,standard,none,53,68,63,184,P
4859,4859,female,group C,associate's degree,free/reduced,none,54,84,67,205,P
4860,4860,female,group D,some high school,free/reduced,none,62,89,89,240,P
4861,4861,female,group C,high school,free/reduced,none,66,62,59,187,P
4862,4862,male,group B,high school,free/reduced,none,27,16,13,56,F
4863,4863,female,group A,bachelor's degree,standard,none,49,61,66,176,P
4864,4864,female,group A,master's degree,free/reduced,none,47,63,77,187,P
4865,4865,male,group D,high school,standard,none,62,74,64,200,P
4866,4866,male,group B,high school,free/reduced,none,52,46,49,147,P
4867,4867,male,group D,bachelor's degree,free/reduced,none,54,41,43,138,P
4868,4868,male,group A,high school,standard,none,50,43,56,149,P
4869,4869,male,group C,high school,free/reduced,none,58,60,60,178,P
4870,4870,male,group C,high school,standard,none,67,53,61,181,P
4871,4871,male,group C,some high school,free/reduced,none,65,68,66,199,P
4872,4872,male,group E,some high school,standard,none,97,84,80,261,P
4873,4873,male,group D,bachelor's degree,free/reduced,none,69,67,73,209,P
4874,4874,male,group D,some high school,standard,none,85,78,80,243,P
4875,4875,male,group D,associate's degree,standard,none,80,72,80,232,P
4876,4876,female,group B,high school,standard,none,80,105,91,276,P
4877,4877,male,group A,some high school,standard,completed,54,50,54,158,P
4878,4878,female,group E,some high school,free/reduced,none,33,48,41,122,F
4879,4879,male,group C,some college,standard,none,67,68,53,188,P
4880,4880,male,group D,some high school,standard,completed,68,78,66,212,P
4881,4881,female,group A,associate's degree,standard,completed,55,74,68,197,P
4882,4882,male,group C,associate's degree,free/reduced,none,59,54,48,161,P
4883,4883,male,group C,some high school,standard,none,79,76,57,212,P
4884,4884,male,group B,high school,standard,none,48,47,42,137,P
4885,4885,female,group D,some high school,standard,none,74,71,67,212,P
4886,4886,male,group B,high school,free/reduced,none,53,39,47,139,F
4887,4887,female,group C,some college,standard,none,55,69,68,192,P
4888,4888,male,group C,master's degree,free/reduced,completed,46,45,48,139,P
4889,4889,female,group C,associate's degree,standard,none,62,73,74,209,P
4890,4890,male,group A,bachelor's degree,free/reduced,none,66,81,73,220,P
4891,4891,male,group A,associate's degree,standard,none,54,45,48,147,P
4892,4892,female,group D,some college,free/reduced,completed,75,77,83,235,P
4893,4893,male,group C,associate's degree,standard,none,91,79,80,250,P
4894,4894,male,group E,associate's degree,standard,none,75,68,68,211,P
4895,4895,female,group C,some college,standard,none,55,66,67,188,P
4896,4896,female,group D,some high school,standard,none,74,83,86,243,P
4897,4897,male,group E,associate's degree,standard,completed,57,56,56,169,P
4898,4898,male,group C,associate's degree,standard,none,92,79,79,250,P
4899,4899,male,group B,some college,free/reduced,completed,66,63,66,195,P
4900,4900,male,group D,high school,free/reduced,none,42,37,36,115,F
4901,4901,male,group C,master's degree,free/reduced,none,61,61,53,175,P
4902,4902,female,group C,some college,standard,none,76,76,77,229,P
4903,4903,female,group B,associate's degree,free/reduced,completed,64,78,81,223,P
4904,4904,male,group C,bachelor's degree,standard,completed,91,86,88,265,P
4905,4905,female,group C,high school,standard,none,69,76,82,227,P
4906,4906,male,group A,some college,free/reduced,none,81,85,71,237,P
4907,4907,female,group A,some college,standard,none,63,71,66,200,P
4908,4908,male,group A,associate's degree,standard,none,61,56,49,166,P
4909,4909,female,group D,master's degree,free/reduced,completed,90,100,105,295,P
4910,4910,female,group A,high school,free/reduced,completed,37,55,36,128,F
4911,4911,male,group B,some college,standard,completed,54,58,68,180,P
4912,4912,female,group B,associate's degree,standard,completed,58,86,91,235,P
4913,4913,female,group C,bachelor's degree,standard,completed,65,66,74,205,P
4914,4914,female,group C,some high school,free/reduced,none,50,62,61,173,P
4915,4915,male,group B,some high school,standard,none,65,68,51,184,P
4916,4916,female,group C,high school,standard,none,43,64,58,165,P
4917,4917,female,group C,high school,free/reduced,none,35,43,32,110,F
4918,4918,female,group A,some high school,standard,none,67,81,81,229,P
4919,4919,male,group C,high school,free/reduced,completed,62,56,50,168,P
4920,4920,male,group D,bachelor's degree,free/reduced,none,72,73,68,213,P
4921,4921,male,group D,some high school,free/reduced,none,54,41,53,148,P
4922,4922,female,group D,associate's degree,free/reduced,completed,78,89,94,261,P
4923,4923,male,group B,some college,free/reduced,none,45,50,44,139,P
4924,4924,female,group B,high school,standard,none,64,58,61,183,P
4925,4925,female,group C,high school,standard,completed,56,66,74,196,P
4926,4926,female,group A,some college,standard,none,69,81,80,230,P
4927,4927,female,group D,some college,free/reduced,completed,64,64,79,207,P
4928,4928,female,group C,master's degree,free/reduced,completed,75,75,75,225,P
4929,4929,male,group B,some high school,standard,completed,95,79,79,253,P
4930,4930,male,group D,some high school,standard,none,80,87,81,248,P
4931,4931,male,group E,associate's degree,standard,none,57,47,42,146,P
4932,4932,male,group C,associate's degree,standard,completed,69,77,77,223,P
4933,4933,female,group C,some college,standard,none,80,85,84,249,P
4934,4934,male,group C,bachelor's degree,free/reduced,none,58,61,53,172,P
4935,4935,male,group B,some high school,standard,completed,95,91,83,269,P
4936,4936,female,group C,bachelor's degree,standard,completed,49,61,68,178,P
4937,4937,female,group D,some high school,standard,none,74,93,98,265,P
4938,4938,male,group E,associate's degree,standard,none,88,67,80,235,P
4939,4939,female,group C,high school,standard,none,41,66,58,165,P
4940,4940,male,group A,some high school,free/reduced,none,39,41,35,115,F
4941,4941,female,group D,master's degree,standard,none,63,67,79,209,P
4942,4942,male,group A,some college,free/reduced,completed,74,71,82,227,P
4943,4943,female,group D,associate's degree,free/reduced,none,61,76,75,212,P
4944,4944,male,group D,some high school,free/reduced,none,43,38,36,117,F
4945,4945,male,group C,some college,free/reduced,completed,60,79,69,208,P
4946,4946,female,group C,some high school,standard,none,71,81,76,228,P
4947,4947,male,group B,associate's degree,standard,completed,87,88,95,270,P
4948,4948,male,group B,some high school,standard,completed,89,89,86,264,P
4949,4949,male,group A,bachelor's degree,standard,completed,81,69,82,232,P
4950,4950,female,group D,some college,free/reduced,none,72,84,90,246,P
4951,4951,female,group D,bachelor's degree,free/reduced,none,70,75,80,225,P
4952,4952,male,group D,high school,free/reduced,completed,76,79,72,227,P
4953,4953,female,group C,associate's degree,standard,none,54,58,63,175,P
4954,4954,male,group E,some college,standard,none,86,80,71,237,P
4955,4955,male,group D,some high school,standard,none,87,85,73,245,P
4956,4956,female,group E,high school,standard,completed,58,55,75,188,P
4957,4957,female,group D,bachelor's degree,free/reduced,none,30,40,50,120,F
4958,4958,female,group D,some high school,standard,completed,59,73,73,205,P
4959,4959,male,group C,bachelor's degree,standard,none,63,55,45,163,P
4960,4960,female,group D,associate's degree,standard,none,70,76,74,220,P
4961,4961,female,group E,high school,free/reduced,completed,54,72,72,198,P
4962,4962,male,group D,associate's degree,standard,none,56,50,49,155,P
4963,4963,male,group B,associate's degree,standard,none,87,86,88,261,P
4964,4964,female,group C,bachelor's degree,free/reduced,none,74,83,77,234,P
4965,4965,male,group E,high school,standard,completed,82,93,87,262,P
4966,4966,female,group A,master's degree,free/reduced,none,57,65,74,196,P
4967,4967,male,group C,associate's degree,free/reduced,completed,52,49,54,155,P
4968,4968,male,group D,high school,free/reduced,none,83,73,73,229,P
4969,4969,female,group A,associate's degree,standard,completed,61,62,73,196,P
4970,4970,male,group C,associate's degree,standard,none,83,70,71,224,P
4971,4971,female,group A,high school,free/reduced,completed,43,47,41,131,P
4972,4972,male,group D,high school,free/reduced,completed,71,64,66,201,P
4973,4973,female,group A,bachelor's degree,standard,none,64,70,70,204,P
4974,4974,male,group E,some college,standard,none,89,83,79,251,P
4975,4975,male,group B,associate's degree,standard,none,56,56,59,171,P
4976,4976,female,group B,some high school,standard,none,56,61,73,190,P
4977,4977,female,group E,some college,standard,completed,86,88,89,263,P
4978,4978,male,group C,some high school,standard,none,57,58,45,160,P
4979,4979,female,group D,some college,free/reduced,completed,65,80,85,230,P
4980,4980,female,group A,high school,free/reduced,completed,39,42,37,118,F
4981,4981,male,group C,high school,standard,completed,57,53,47,157,P
4982,4982,female,group B,associate's degree,standard,none,38,43,47,128,F
4983,4983,male,group B,some college,free/reduced,none,48,36,46,130,F
4984,4984,female,group B,some high school,standard,none,66,75,71,212,P
4985,4985,male,group B,associate's degree,free/reduced,completed,67,69,60,196,P
4986,4986,male,group C,some college,standard,none,82,71,75,228,P
4987,4987,male,group A,some high school,free/reduced,none,75,73,58,206,P
4988,4988,male,group E,bachelor's degree,standard,completed,84,68,61,213,P
4989,4989,male,group C,high school,free/reduced,none,60,54,51,165,P
4990,4990,female,group D,some college,standard,none,77,63,76,216,P
4991,4991,male,group B,some high school,standard,none,89,86,72,247,P
4992,4992,male,group C,some college,free/reduced,completed,52,50,51,153,P
4993,4993,female,group D,some college,standard,none,68,76,77,221,P
4994,4994,male,group D,some college,standard,none,59,71,64,194,P
4995,4995,female,group E,bachelor's degree,standard,none,68,67,69,204,P
4996,4996,male,group A,some college,free/reduced,completed,45,53,46,144,P
4997,4997,male,group C,high school,standard,none,78,68,65,211,P
