,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
5159,male,group C,associate's degree,free/reduced,completed,77,74,85
5160,female,group C,some college,standard,none,56,51,61
5161,female,group D,associate's degree,free/reduced,completed,44,65,58
5162,female,group C,some college,free/reduced,none,73,79,92
5163,female,group B,bachelor's degree,standard,none,68,92,85
5164,male,group B,high school,standard,none,63,69,65
5165,male,group D,some high school,free/reduced,completed,56,54,63
5166,male,group E,associate's degree,free/reduced,completed,71,75,70
5167,female,group C,associate's degree,standard,completed,72,84,82
5168,male,group B,some college,standard,completed,76,70,70
5169,male,group D,some college,free/reduced,none,69,59,60
5170,male,group E,associate's degree,standard,none,67,62,59
5171,female,group B,some college,standard,none,69,68,68
5172,male,group B,associate's degree,free/reduced,none,40,39,41
5173,male,group C,some high school,standard,none,78,77,68
5174,female,group C,high school,free/reduced,none,35,53,49
5175,male,group D,high school,standard,none,64,72,74
5176,male,group D,associate's degree,standard,none,88,67,79
5177,female,group D,some high school,standard,none,82,90,83
5178,female,group A,some high school,standard,completed,77,82,94
5179,female,group D,some college,standard,completed,83,102,90
5180,male,group D,master's degree,standard,none,80,78,73
5181,male,group B,high school,free/reduced,none,64,50,42
5182,male,group A,master's degree,free/reduced,none,70,75,78
5183,male,group E,associate's degree,free/reduced,completed,91,77,76
5184,female,group D,associate's degree,standard,none,84,89,75
5185,female,group C,some high school,free/reduced,completed,68,81,86
5186,female,group B,some high school,free/reduced,none,24,31,30
5187,female,group C,some college,standard,none,50,51,53
5188,male,group D,bachelor's degree,free/reduced,completed,41,45,35
5189,male,group D,some college,standard,completed,68,53,69
5190,male,group C,high school,free/reduced,completed,43,48,49
5191,female,group B,high school,standard,none,43,69,57
5192,female,group B,some high school,standard,none,77,82,76
5193,female,group A,high school,free/reduced,completed,83,81,87
5194,male,group D,high school,standard,none,75,72,77
5195,female,group C,associate's degree,standard,completed,73,79,98
5196,female,group D,high school,standard,none,47,51,50
5197,male,group C,bachelor's degree,standard,completed,80,66,67
5198,female,group A,some high school,free/reduced,none,63,69,76
5199,male,group B,high school,standard,none,79,63,62
5200,female,group B,high school,standard,completed,66,73,73
5201,female,group C,associate's degree,free/reduced,none,75,68,78
5202,female,group E,associate's degree,standard,none,100,101,103
5203,male,group D,some college,standard,none,44,58,58
5204,male,group D,master's degree,standard,none,90,74,77
5205,female,group D,some college,free/reduced,none,70,76,74
5206,female,group A,bachelor's degree,standard,none,54,57,47
5207,male,group D,some college,standard,none,39,48,36
5208,female,group C,some college,free/reduced,none,64,73,72
5209,female,group B,high school,free/reduced,completed,59,80,79
5210,female,group C,associate's degree,standard,none,78,80,69
5211,female,group C,some college,standard,none,86,86,96
5212,female,group C,bachelor's degree,free/reduced,none,71,81,79
5213,female,group A,associate's degree,free/reduced,none,38,57,52
5214,male,group D,some college,standard,completed,86,85,79
5215,male,group D,some high school,standard,none,58,55,63
5216,male,group E,associate's degree,standard,completed,75,73,83
5217,female,group B,associate's degree,free/reduced,none,59,73,79
5218,male,group D,some high school,free/reduced,completed,62,64,56
5219,female,group D,some college,free/reduced,none,52,58,67
5220,male,group C,associate's degree,free/reduced,none,68,63,60
5221,male,group E,some college,free/reduced,completed,85,71,64
5222,male,group B,bachelor's degree,free/reduced,none,73,56,56
5223,male,group D,associate's degree,standard,completed,86,82,89
5224,female,group C,associate's degree,standard,completed,72,88,80
5225,female,group C,associate's degree,standard,none,45,62,56
5226,male,group A,master's degree,free/reduced,none,76,75,73
5227,male,group D,some college,free/reduced,none,50,55,40
5228,male,group B,some high school,standard,none,81,81,67
5229,male,group D,associate's degree,standard,none,34,53,44
5230,female,group C,some college,standard,none,51,66,64
5231,male,group D,high school,standard,none,78,76,79
5232,male,group E,some high school,standard,completed,81,83,72
5233,female,group D,associate's degree,standard,none,63,66,65
5234,male,group C,some college,free/reduced,none,82,83,77
5235,female,group E,some college,standard,completed,73,78,71
5236,female,group C,some high school,free/reduced,none,46,47,50
5237,male,group C,associate's degree,standard,none,45,42,49
5238,male,group A,high school,free/reduced,none,45,45,47
5239,male,group C,master's degree,free/reduced,completed,65,73,71
5240,male,group C,master's degree,free/reduced,completed,74,70,80
5241,male,group C,some college,free/reduced,none,64,58,48
5242,female,group B,high school,standard,none,41,57,43
5243,male,group E,some college,standard,none,73,70,70
5244,male,group E,some college,standard,completed,82,81,72
5245,male,group B,high school,free/reduced,none,54,42,54
5246,male,group D,some college,standard,none,86,79,84
5247,male,group A,bachelor's degree,standard,completed,70,51,56
5248,female,group E,high school,free/reduced,completed,49,69,75
5249,male,group E,associate's degree,free/reduced,completed,85,71,70
5250,male,group C,master's degree,standard,none,76,78,62
5251,female,group C,associate's degree,standard,completed,71,83,80
5252,female,group D,some college,standard,completed,82,86,88
5253,male,group A,bachelor's degree,standard,none,66,55,65
5254,female,group E,master's degree,standard,completed,85,99,94
5255,female,group E,associate's degree,standard,completed,79,84,86
5256,male,group A,high school,free/reduced,completed,68,60,66
5257,female,group B,high school,standard,none,56,60,60
5258,male,group D,bachelor's degree,standard,completed,72,63,78
5259,female,group D,some high school,free/reduced,completed,48,65,63
5260,female,group D,bachelor's degree,standard,none,94,97,97
5261,female,group B,bachelor's degree,free/reduced,none,68,82,71
5262,female,group C,high school,free/reduced,none,57,63,60
5263,male,group C,some high school,standard,none,73,65,58
5264,female,group B,some college,standard,none,68,72,61
5265,female,group D,some college,free/reduced,none,59,63,73
5266,female,group B,some high school,standard,none,42,44,47
5267,female,group D,some high school,standard,none,71,66,69
5268,female,group B,master's degree,free/reduced,completed,63,75,77
5269,male,group B,some high school,standard,none,58,46,54
5270,male,group E,associate's degree,free/reduced,completed,41,45,49
5271,male,group B,some college,standard,none,51,50,43
5272,female,group C,some college,standard,completed,88,100,94
5273,female,group C,bachelor's degree,standard,completed,62,64,81
5274,female,group B,associate's degree,free/reduced,none,47,69,68
5275,female,group C,some college,free/reduced,none,71,87,88
5276,male,group C,some high school,standard,none,59,67,54
5277,female,group C,some high school,standard,completed,75,79,76
5278,male,group D,associate's degree,free/reduced,none,72,68,78
5279,female,group E,some college,standard,none,69,77,70
5280,female,group C,associate's degree,standard,completed,71,91,88
5281,male,group D,some college,standard,none,42,39,34
5282,female,group E,associate's degree,standard,none,92,96,105
5283,female,group D,high school,standard,none,56,69,67
5284,female,group C,bachelor's degree,standard,none,73,96,92
5285,female,group C,associate's degree,free/reduced,none,46,59,66
5286,female,group D,some high school,standard,completed,55,63,77
5287,male,group A,high school,free/reduced,completed,65,72,63
5288,female,group D,master's degree,free/reduced,none,43,62,57
5289,male,group D,associate's degree,standard,none,76,70,56
5290,female,group B,associate's degree,standard,none,53,71,62
5291,male,group C,high school,free/reduced,none,57,57,49
5292,female,group C,associate's degree,standard,none,61,77,79
5293,male,group E,some college,standard,none,68,72,74
5294,male,group C,high school,standard,none,68,81,74
5295,female,group B,associate's degree,standard,completed,51,63,74
5296,female,group E,master's degree,standard,none,62,65,65
5297,female,group D,associate's degree,standard,none,70,75,65
5298,male,group C,some college,free/reduced,none,66,69,62
5299,male,group E,associate's degree,standard,completed,65,73,68
5300,female,group D,master's degree,free/reduced,completed,47,62,66
5301,male,group B,associate's degree,free/reduced,none,58,58,52
5302,female,group B,some college,standard,completed,96,89,100
5303,male,group C,bachelor's degree,standard,completed,91,87,97
5304,male,group D,high school,free/reduced,completed,66,65,72
5305,female,group C,associate's degree,free/reduced,none,59,81,69
5306,female,group D,associate's degree,standard,none,66,75,79
5307,male,group D,some college,standard,completed,84,83,89
5308,female,group B,associate's degree,free/reduced,none,42,61,54
5309,male,group A,some college,free/reduced,completed,82,80,77
5310,male,group C,some high school,free/reduced,none,76,72,64
5311,female,group E,master's degree,free/reduced,none,82,91,97
5312,male,group D,bachelor's degree,standard,completed,72,71,75
5313,male,group D,master's degree,standard,none,73,74,82
5314,male,group D,master's degree,standard,none,82,93,84
5315,male,group D,some college,free/reduced,none,69,64,53
5316,male,group D,associate's degree,free/reduced,completed,55,64,76
5317,male,group D,bachelor's degree,free/reduced,completed,44,42,34
5318,female,group D,some high school,standard,completed,81,93,88
5319,male,group D,some high school,standard,completed,66,65,65
5320,female,group D,some high school,free/reduced,completed,28,46,57
5321,female,group E,some college,standard,none,69,67,60
5322,male,group B,bachelor's degree,free/reduced,none,68,57,59
5323,female,group B,some high school,standard,completed,59,67,67
5324,female,group C,bachelor's degree,free/reduced,completed,51,73,74
5325,male,group D,some high school,standard,none,72,66,64
5326,female,group C,some college,standard,none,59,69,70
5327,male,group D,some college,free/reduced,none,58,65,63
5328,female,group D,master's degree,free/reduced,completed,62,71,69
5329,male,group B,bachelor's degree,free/reduced,none,72,54,62
5330,male,group C,bachelor's degree,standard,completed,92,85,75
5331,male,group C,associate's degree,standard,completed,58,57,62
5332,male,group C,associate's degree,free/reduced,none,93,75,73
5333,female,group D,some college,standard,none,67,80,73
5334,male,group A,high school,free/reduced,none,51,61,49
5335,male,group E,some college,free/reduced,none,94,85,76
5336,female,group D,some high school,free/reduced,none,50,61,60
5337,male,group E,associate's degree,free/reduced,completed,83,62,69
5338,male,group C,some high school,standard,none,73,62,69
5339,female,group A,some high school,free/reduced,none,38,41,53
5340,male,group D,associate's degree,free/reduced,none,52,48,50
5341,male,group C,associate's degree,free/reduced,completed,35,38,56
5342,female,group D,associate's degree,free/reduced,none,43,59,55
5343,male,group B,associate's degree,free/reduced,none,73,68,53
5344,female,group C,associate's degree,standard,completed,61,78,83
5345,female,group C,some college,standard,none,56,77,72
5346,male,group C,master's degree,free/reduced,completed,64,69,76
5347,female,group C,bachelor's degree,free/reduced,completed,74,84,86
5348,male,group C,some high school,standard,completed,67,62,54
5349,male,group C,associate's degree,standard,none,53,60,51
5350,male,group D,master's degree,standard,none,78,80,73
5351,female,group C,bachelor's degree,standard,none,75,79,86
5352,female,group C,associate's degree,standard,none,42,67,61
5353,female,group D,some high school,free/reduced,none,32,33,28
5354,female,group D,bachelor's degree,standard,none,88,93,106
5355,male,group A,some high school,standard,none,57,53,43
5356,female,group D,some high school,standard,none,75,104,97
5357,female,group D,master's degree,standard,none,69,77,73
5358,male,group A,some high school,free/reduced,none,38,40,34
5359,male,group B,some college,free/reduced,completed,65,64,64
5360,male,group E,some college,standard,completed,90,82,70
5361,female,group B,some high school,standard,none,80,58,76
5362,female,group E,high school,free/reduced,completed,52,77,72
5363,female,group B,some high school,standard,completed,57,69,74
5364,male,group C,high school,standard,completed,60,49,50
5365,female,group B,some college,standard,completed,45,58,60
5366,female,group B,some high school,standard,completed,26,53,45
5367,female,group A,high school,standard,completed,70,75,77
5368,female,group C,some high school,free/reduced,completed,70,84,78
5369,female,group A,some college,standard,completed,77,80,84
5370,female,group D,bachelor's degree,free/reduced,none,77,81,81
5371,female,group D,some high school,free/reduced,none,47,59,56
5372,male,group C,bachelor's degree,standard,completed,89,89,74
5373,male,group C,some high school,standard,completed,82,70,62
5374,male,group C,associate's degree,free/reduced,none,51,53,50
5375,male,group D,some high school,standard,completed,88,77,83
5376,female,group A,some high school,standard,none,70,82,74
5377,male,group D,associate's degree,standard,completed,88,85,88
5378,female,group C,bachelor's degree,free/reduced,completed,68,86,95
5379,female,group D,master's degree,free/reduced,completed,83,105,106
5380,female,group B,associate's degree,standard,completed,59,72,58
5381,female,group C,bachelor's degree,standard,completed,45,60,65
5382,male,group E,high school,standard,completed,82,76,79
5383,male,group E,some high school,standard,none,90,91,85
5384,female,group C,high school,free/reduced,none,50,60,58
5385,female,group E,associate's degree,standard,completed,85,86,78
5386,female,group B,some college,standard,none,24,37,27
5387,male,group C,some high school,standard,none,61,58,55
5388,male,group E,associate's degree,standard,none,83,79,78
5389,female,group D,associate's degree,standard,none,63,73,72
5390,female,group C,associate's degree,standard,completed,66,88,82
5391,female,group B,high school,standard,none,86,93,88
5392,female,group B,bachelor's degree,standard,completed,71,69,79
5393,male,group D,associate's degree,free/reduced,completed,71,80,86
5394,male,group D,high school,free/reduced,completed,79,80,80
5395,male,group C,some college,free/reduced,none,39,22,28
5396,female,group D,associate's degree,standard,none,79,76,76
5397,female,group C,associate's degree,standard,none,44,60,47
5398,female,group C,bachelor's degree,standard,completed,73,97,95
5399,female,group C,high school,free/reduced,completed,67,80,80
5400,female,group E,some college,standard,none,66,69,62
5401,female,group C,some high school,free/reduced,completed,72,81,90
5402,male,group C,some college,standard,completed,104,87,85
5403,female,group B,associate's degree,free/reduced,completed,70,84,93
5404,female,group A,high school,standard,completed,65,78,78
5405,female,group B,some college,free/reduced,none,36,49,55
5406,male,group D,some high school,standard,none,79,75,67
5407,male,group D,some high school,standard,none,62,42,38
5408,male,group B,associate's degree,standard,none,71,49,39
5409,female,group C,some high school,free/reduced,none,58,86,85
5410,male,group C,associate's degree,standard,none,42,51,49
5411,male,group D,high school,free/reduced,none,70,69,66
5412,female,group B,some college,free/reduced,completed,60,56,69
5413,female,group D,some college,free/reduced,none,64,78,79
5414,male,group D,bachelor's degree,free/reduced,none,76,60,71
5415,female,group B,master's degree,free/reduced,completed,57,69,59
5416,male,group C,some college,free/reduced,none,74,76,67
5417,male,group B,some high school,standard,completed,67,63,66
5418,male,group D,high school,standard,completed,70,63,63
5419,female,group B,some high school,standard,none,91,80,78
5420,male,group B,bachelor's degree,free/reduced,none,84,70,79
5421,male,group E,some high school,standard,none,90,94,78
5422,male,group E,some high school,standard,completed,85,75,77
5423,male,group A,some high school,free/reduced,completed,53,67,61
5424,male,group C,associate's degree,free/reduced,none,62,61,62
5425,female,group C,some high school,standard,completed,45,51,52
5426,female,group D,some high school,standard,none,64,72,79
5427,female,group D,high school,standard,none,72,88,82
5428,female,group B,some college,free/reduced,none,70,65,64
5429,male,group C,associate's degree,standard,completed,82,79,70
5430,male,group B,high school,standard,none,85,59,69
5431,female,group B,high school,standard,none,67,74,73
5432,male,group D,some college,free/reduced,none,59,63,63
5433,female,group B,some college,standard,none,21,34,28
5434,female,group D,some college,standard,completed,71,78,86
5435,male,group B,associate's degree,free/reduced,completed,69,67,68
5436,female,group B,associate's degree,standard,none,76,91,68
5437,female,group B,associate's degree,standard,completed,91,87,98
5438,male,group D,bachelor's degree,free/reduced,none,52,50,42
5439,female,group C,associate's degree,free/reduced,completed,68,59,68
5440,female,group C,master's degree,standard,completed,70,82,89
5441,female,group A,some college,standard,none,57,67,72
5442,male,group D,master's degree,standard,none,73,85,75
5443,male,group C,high school,standard,none,57,69,53
5444,female,group C,some college,free/reduced,none,50,64,63
5445,female,group D,some college,standard,completed,88,98,94
5446,female,group D,some college,free/reduced,none,82,88,87
5447,male,group D,some high school,standard,completed,89,68,66
5448,female,group B,master's degree,standard,none,93,98,98
5449,male,group D,some college,standard,none,41,38,33
5450,male,group A,some high school,free/reduced,none,70,69,52
5451,male,group D,high school,standard,none,80,74,75
5452,female,group D,high school,standard,completed,55,54,58
5453,male,group D,some high school,standard,completed,67,76,63
5454,male,group A,bachelor's degree,standard,completed,88,75,90
5455,female,group D,some college,free/reduced,none,59,73,75
5456,female,group D,master's degree,standard,completed,80,81,92
5457,female,group E,some high school,standard,none,75,88,89
5458,female,group A,some high school,standard,none,73,88,71
5459,female,group D,bachelor's degree,standard,none,80,90,99
5460,female,group B,high school,standard,completed,72,80,74
5461,female,group D,associate's degree,free/reduced,none,33,30,40
5462,female,group D,associate's degree,standard,completed,90,92,94
5463,female,group B,high school,free/reduced,completed,40,58,62
5464,male,group E,some college,standard,none,79,70,66
5465,male,group A,high school,free/reduced,completed,69,69,65
5466,female,group A,some college,standard,none,57,51,73
5467,female,group B,high school,standard,none,38,59,58
5468,male,group C,some college,standard,none,53,38,44
5469,female,group C,bachelor's degree,free/reduced,completed,45,57,61
5470,female,group C,bachelor's degree,standard,none,70,65,78
5471,male,group C,bachelor's degree,standard,none,88,92,84
5472,female,group B,high school,standard,none,55,72,53
5473,female,group D,some high school,standard,none,81,89,81
5474,female,group D,high school,free/reduced,none,51,59,48
5475,male,group C,high school,standard,none,78,84,75
5476,female,group A,associate's degree,standard,none,85,93,100
5477,male,group C,associate's degree,standard,none,87,79,76
5478,female,group E,some college,free/reduced,completed,52,48,58
5479,female,group E,some college,standard,none,84,85,93
5480,male,group C,master's degree,free/reduced,none,58,67,61
5481,male,group D,associate's degree,standard,none,69,66,59
5482,male,group D,some high school,standard,none,55,57,51
5483,male,group E,some high school,standard,completed,81,86,76
5484,female,group C,high school,standard,none,75,85,77
5485,male,group C,some college,standard,none,61,57,62
5486,female,group B,some high school,standard,none,79,79,83
5487,female,group D,high school,standard,none,61,46,51
5488,female,group B,associate's degree,free/reduced,completed,69,69,84
5489,female,group C,bachelor's degree,free/reduced,none,42,55,68
5490,female,group C,some college,free/reduced,none,75,88,84
5491,female,group B,high school,standard,completed,72,85,92
5492,male,group E,some college,standard,none,62,60,55
5493,female,group C,associate's degree,free/reduced,none,65,69,69
5494,male,group D,high school,standard,none,71,65,67
5495,male,group C,some high school,standard,none,49,58,43
5496,female,group C,bachelor's degree,free/reduced,completed,75,75,81
5497,male,group D,associate's degree,standard,none,85,75,65
5498,male,group C,some high school,free/reduced,completed,52,56,50
5499,male,group C,associate's degree,standard,completed,87,72,78
5500,male,group C,associate's degree,standard,none,84,83,78
5501,male,group D,bachelor's degree,standard,none,81,75,80
5502,male,group C,some college,free/reduced,completed,53,46,55
5503,female,group D,master's degree,standard,none,68,80,73
5504,female,group E,some college,standard,none,70,67,67
5505,female,group B,master's degree,free/reduced,completed,76,90,96
5506,female,group E,some college,standard,completed,69,75,75
5507,male,group B,associate's degree,standard,completed,74,63,65
5508,male,group D,bachelor's degree,standard,completed,70,58,68
5509,female,group C,some college,standard,none,54,79,70
5510,male,group E,high school,free/reduced,completed,92,83,83
5511,male,group E,high school,standard,none,86,80,69
5512,female,group E,associate's degree,standard,completed,83,88,98
5513,male,group C,associate's degree,standard,none,78,70,69
5514,female,group C,associate's degree,standard,none,63,75,79
5515,male,group D,some college,free/reduced,none,68,71,55
5516,male,group E,high school,standard,none,100,75,66
5517,male,group D,associate's degree,standard,none,76,69,67
5518,male,group A,high school,free/reduced,none,49,42,39
5519,female,group D,some high school,standard,none,65,72,79
5520,female,group C,some high school,free/reduced,none,4,17,8
5521,female,group B,master's degree,free/reduced,completed,85,94,95
5522,male,group A,some high school,standard,none,61,57,46
5523,female,group E,high school,standard,completed,73,80,72
5524,male,group C,some high school,standard,none,60,63,55
5525,male,group D,bachelor's degree,standard,none,77,58,58
5526,male,group A,associate's degree,standard,completed,100,93,79
5527,female,group A,bachelor's degree,standard,none,59,49,47
5528,male,group A,some high school,free/reduced,none,41,45,44
5529,male,group A,some high school,standard,completed,65,74,64
5530,male,group D,associate's degree,standard,none,82,76,86
5531,female,group B,high school,free/reduced,none,56,70,61
5532,female,group B,associate's degree,standard,completed,59,80,90
5533,male,group D,associate's degree,standard,none,70,62,53
5534,male,group E,high school,standard,completed,74,73,71
5535,female,group C,bachelor's degree,standard,none,77,87,87
5536,female,group B,some high school,standard,none,58,69,72
5537,female,group A,bachelor's degree,standard,none,59,64,68
5538,male,group B,some high school,standard,none,71,71,57
5539,female,group D,bachelor's degree,free/reduced,completed,97,97,100
5540,male,group A,high school,standard,completed,78,69,78
5541,male,group C,some high school,free/reduced,completed,51,44,42
5542,female,group D,high school,free/reduced,none,45,58,44
5543,female,group C,high school,free/reduced,none,31,42,38
5544,female,group B,high school,free/reduced,none,53,74,61
5545,female,group C,some college,standard,none,58,60,67
5546,female,group B,some high school,standard,none,67,74,61
5547,male,group C,associate's degree,standard,none,69,81,72
5548,male,group B,some college,free/reduced,completed,76,75,69
5549,female,group E,associate's degree,standard,completed,90,95,100
5550,female,group C,high school,free/reduced,completed,59,74,68
5551,male,group E,associate's degree,standard,none,81,57,60
5552,male,group E,associate's degree,free/reduced,none,44,43,45
5553,male,group C,some college,free/reduced,completed,71,70,73
5554,female,group A,high school,standard,completed,66,82,75
5555,male,group E,some college,standard,completed,103,88,82
5556,female,group D,associate's degree,free/reduced,none,48,60,62
5557,female,group D,high school,standard,completed,56,62,76
5558,female,group E,high school,standard,completed,52,60,81
5559,male,group C,some college,standard,none,99,74,78
5560,male,group C,bachelor's degree,free/reduced,none,64,72,66
5561,female,group C,bachelor's degree,free/reduced,none,43,66,70
5562,male,group E,some high school,standard,none,96,93,69
5563,female,group C,master's degree,free/reduced,completed,65,90,82
5564,male,group D,high school,free/reduced,none,41,36,37
5565,female,group C,some high school,free/reduced,none,41,54,48
5566,female,group D,some high school,standard,none,48,62,62
5567,female,group E,some college,standard,none,67,80,75
5568,female,group E,high school,standard,none,76,87,78
5569,male,group B,some high school,standard,completed,65,60,57
5570,female,group A,some college,free/reduced,none,47,64,55
5571,male,group D,associate's degree,free/reduced,none,75,76,69
5572,female,group B,high school,free/reduced,completed,74,72,69
5573,female,group E,bachelor's degree,free/reduced,none,55,60,63
5574,male,group C,some college,standard,none,59,61,69
5575,male,group C,high school,standard,none,90,61,62
5576,male,group D,associate's degree,standard,none,75,77,81
5577,male,group C,bachelor's degree,standard,completed,89,88,89
5578,female,group D,high school,standard,none,50,65,64
5579,female,group C,some college,standard,none,84,84,95
5580,female,group E,bachelor's degree,free/reduced,none,63,55,61
5581,female,group D,high school,standard,completed,71,71,87
5582,female,group B,high school,standard,none,69,66,55
5583,male,group B,bachelor's degree,standard,none,74,54,56
5584,female,group E,some high school,standard,completed,74,90,93
5585,male,group C,bachelor's degree,standard,completed,66,60,69
5586,male,group D,some college,standard,completed,74,85,79
5587,male,group E,high school,free/reduced,completed,93,84,79
5588,male,group A,high school,free/reduced,none,52,48,38
5589,female,group D,some high school,standard,none,84,68,78
5590,female,group C,some college,standard,none,55,66,75
5591,female,group E,master's degree,standard,none,60,70,70
5592,female,group E,some college,standard,none,101,95,92
5593,male,group D,high school,standard,none,58,51,49
5594,male,group C,high school,standard,none,63,49,57
5595,female,group C,associate's degree,standard,none,39,61,59
5596,male,group C,associate's degree,standard,none,65,67,59
5597,female,group C,some college,free/reduced,none,60,67,67
5598,male,group D,associate's degree,free/reduced,none,49,59,47
5599,male,group D,some high school,free/reduced,completed,76,81,75
5600,female,group C,associate's degree,standard,completed,67,91,85
5601,male,group D,master's degree,standard,none,83,82,85
5602,female,group D,some college,standard,completed,71,70,80
5603,female,group D,high school,free/reduced,none,75,97,85
5604,male,group B,some high school,standard,completed,62,47,61
5605,female,group E,bachelor's degree,standard,none,100,98,92
5606,male,group E,some college,standard,none,56,59,57
5607,female,group C,high school,standard,none,58,69,76
5608,female,group C,some college,standard,completed,78,91,81
5609,male,group C,bachelor's degree,standard,none,76,83,76
5610,female,group D,high school,standard,none,65,76,78
5611,female,group D,high school,free/reduced,none,46,56,48
5612,female,group C,some college,free/reduced,none,67,63,58
5613,male,group B,bachelor's degree,free/reduced,none,68,51,52
5614,male,group C,bachelor's degree,standard,completed,80,74,87
5615,male,group E,associate's degree,standard,completed,85,78,76
5616,male,group D,some college,standard,completed,55,64,63
5617,female,group E,associate's degree,free/reduced,none,66,80,81
5618,female,group E,some college,free/reduced,completed,46,63,52
5619,female,group C,high school,standard,none,75,90,77
5620,male,group A,some college,free/reduced,none,65,53,59
5621,male,group D,bachelor's degree,free/reduced,completed,56,65,71
5622,male,group D,bachelor's degree,free/reduced,completed,41,34,41
5623,male,group D,some college,free/reduced,none,69,60,51
5624,female,group D,some college,free/reduced,completed,60,77,77
5625,female,group B,associate's degree,free/reduced,none,51,58,59
5626,male,group C,high school,standard,none,61,70,64
5627,female,group B,some college,standard,none,17,42,38
5628,male,group B,bachelor's degree,free/reduced,none,81,73,79
5629,female,group D,high school,standard,none,66,79,73
5630,male,group C,high school,standard,none,64,55,48
5631,female,group D,some college,free/reduced,none,44,52,61
5632,female,group A,some college,standard,completed,73,95,94
5633,male,group C,some college,standard,none,95,69,80
5634,female,group A,some college,standard,none,54,51,68
5635,male,group C,bachelor's degree,free/reduced,none,51,59,53
5636,female,group E,bachelor's degree,standard,completed,75,84,87
5637,male,group B,high school,standard,none,77,60,61
5638,male,group E,some college,standard,none,71,68,58
5639,male,group B,associate's degree,free/reduced,none,66,56,66
5640,male,group D,high school,free/reduced,none,44,39,27
5641,male,group B,high school,standard,none,63,58,48
5642,female,group E,some college,standard,completed,58,64,70
5643,female,group D,associate's degree,free/reduced,none,42,65,60
5644,female,group C,master's degree,free/reduced,completed,62,83,79
5645,male,group C,associate's degree,free/reduced,none,65,59,49
5646,female,group B,high school,standard,completed,64,87,81
5647,female,group B,some college,standard,none,66,74,67
5648,male,group E,associate's degree,standard,none,81,72,68
5649,male,group D,some college,standard,completed,92,86,92
5650,female,group A,some college,free/reduced,none,61,55,52
5651,female,group C,bachelor's degree,free/reduced,completed,70,89,87
5652,female,group C,bachelor's degree,standard,completed,47,61,70
5653,female,group E,associate's degree,free/reduced,completed,77,87,91
5654,female,group D,associate's degree,standard,none,79,90,93
5655,female,group D,associate's degree,free/reduced,none,58,69,56
5656,male,group B,associate's degree,free/reduced,none,48,35,41
5657,female,group D,some high school,free/reduced,completed,30,48,61
5658,male,group C,associate's degree,free/reduced,completed,60,75,66
5659,male,group B,some college,standard,none,58,66,61
5660,male,group C,master's degree,free/reduced,completed,44,43,45
5661,male,group B,associate's degree,standard,none,74,55,52
5662,female,group D,some high school,standard,none,60,54,55
5663,female,group D,high school,free/reduced,none,40,53,52
5664,male,group C,associate's degree,free/reduced,completed,59,55,55
5665,male,group E,some high school,standard,none,96,88,76
5666,female,group A,some high school,free/reduced,none,43,66,49
5667,female,group C,high school,standard,none,79,96,90
5668,female,group B,high school,free/reduced,none,56,77,69
5669,male,group D,some college,standard,completed,90,85,82
5670,male,group B,bachelor's degree,free/reduced,none,62,60,62
5671,female,group A,associate's degree,standard,completed,69,70,76
5672,female,group D,bachelor's degree,free/reduced,completed,98,99,105
5673,male,group B,high school,free/reduced,none,39,25,25
5674,female,group C,master's degree,standard,none,70,83,70
5675,male,group D,some high school,standard,completed,78,75,91
5676,male,group E,bachelor's degree,standard,completed,78,62,69
5677,female,group B,high school,standard,none,74,68,64
5678,male,group C,some high school,free/reduced,none,73,74,65
5679,female,group C,master's degree,standard,completed,67,91,87
5680,male,group E,associate's degree,standard,none,67,55,63
5681,male,group D,some college,standard,none,67,66,74
5682,female,group D,bachelor's degree,free/reduced,none,60,70,69
5683,female,group C,some college,free/reduced,completed,41,76,72
5684,male,group C,high school,free/reduced,completed,51,55,58
5685,female,group B,some college,free/reduced,completed,40,59,68
5686,male,group C,some college,standard,completed,78,75,81
5687,female,group E,bachelor's degree,standard,none,36,42,39
5688,male,group D,associate's degree,standard,completed,93,84,87
5689,female,group E,associate's degree,free/reduced,completed,90,96,86
5690,female,group D,some high school,standard,completed,73,76,69
5691,male,group C,some college,standard,none,58,56,35
5692,female,group A,high school,standard,none,54,72,70
5693,female,group B,associate's degree,standard,none,71,80,75
5694,female,group C,bachelor's degree,standard,none,83,81,89
5695,female,group E,some college,standard,none,70,67,66
5696,male,group B,high school,standard,none,88,81,83
5697,male,group D,some college,standard,none,52,53,49
5698,male,group D,associate's degree,standard,completed,65,52,69
5699,female,group A,associate's degree,free/reduced,none,69,82,79
5700,male,group C,some high school,standard,completed,80,72,70
5701,female,group C,associate's degree,standard,completed,60,72,78
5702,female,group C,some high school,standard,completed,70,82,77
5703,male,group C,some high school,standard,completed,79,68,69
5704,male,group B,high school,standard,none,83,72,80
5705,female,group C,associate's degree,standard,none,51,77,72
5706,female,group B,high school,standard,none,68,73,65
5707,female,group C,master's degree,standard,completed,80,92,90
5708,male,group C,high school,standard,none,45,48,36
5709,male,group A,associate's degree,standard,completed,96,90,87
5710,male,group C,associate's degree,standard,completed,54,54,55
5711,male,group C,some college,standard,none,56,64,64
5712,female,group B,associate's degree,free/reduced,none,39,63,56
